# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "16" "-s" "2" "-p" "-O" "-F" "SAF" "-a" "../pause_region_analysis/annotations/for_ratio/gene_body_regions.saf" "-o" "../pause_region_analysis/counts/genebody_counts_250down_tes.antisense.txt" "../tmp_forcounts//1_DW1_S10_L006.sorted.bam" "../tmp_forcounts//2_EW1_S11_L006.sorted.bam" "../tmp_forcounts//3_2D1_S12_L006.sorted.bam" "../tmp_forcounts//4_2E1_S13_L006.sorted.bam" "../tmp_forcounts//5_DW2_S14_L006.sorted.bam" "../tmp_forcounts//6_EW2_S15_L006.sorted.bam" "../tmp_forcounts//7_2D2_S16_L006.sorted.bam" "../tmp_forcounts//8_2E2_S17_L006.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam" "../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam" "../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam" "../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam" "../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../tmp_forcounts//1_DW1_S10_L006.sorted.bam	../tmp_forcounts//2_EW1_S11_L006.sorted.bam	../tmp_forcounts//3_2D1_S12_L006.sorted.bam	../tmp_forcounts//4_2E1_S13_L006.sorted.bam	../tmp_forcounts//5_DW2_S14_L006.sorted.bam	../tmp_forcounts//6_EW2_S15_L006.sorted.bam	../tmp_forcounts//7_2D2_S16_L006.sorted.bam	../tmp_forcounts//8_2E2_S17_L006.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_1_S3_L002.sorted.bam	../tmp_forcounts//SOF1_DMSO_U2OS_PRO_2_S7_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_1_S4_L002.sorted.bam	../tmp_forcounts//SOF1_E2_U2OS_PRO_2_S8_L002.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_1_S22_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_DBM_2_S26_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_1_S20_L007.sorted.bam	../tmp_forcounts//U2OS_DMSO_SOF3_2_S24_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_1_S23_L007.sorted.bam	../tmp_forcounts//U2OS_E2_DBM_2_S27_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_1_S21_L007.sorted.bam	../tmp_forcounts//U2OS_E2_SOF3_2_S25_L007.sorted.bam
NM_003787.5	chr18	33851099	34224663	-	373565	80	94	146	98	111	100	76	76	36	36	21	31	113	58	68	39	84	62	60	48
NM_001386795.1	chr18	34710547	34891844	+	181298	1481	1457	1823	1563	1693	1545	1139	863	476	635	577	427	1180	941	1002	803	889	811	917	850
NM_014268.4	chr18	35041662	35143470	+	101809	664	582	846	705	773	644	542	408	259	260	306	243	553	421	556	462	418	348	396	425
NM_001112734.4	chr18	35251061	35289979	-	38919	648	615	798	659	724	683	420	402	234	320	364	328	667	415	647	630	448	388	780	676
NM_018170.5	chr18	35989823	36067309	-	77487	1563	1666	2111	2117	1702	1834	1275	1312	474	551	655	503	1345	986	1496	1294	970	776	1497	1533
NM_018255.4	chr18	36130148	36180557	+	50410	938	1055	1260	1203	1106	970	758	779	472	392	405	393	878	640	797	752	636	523	838	821
NM_020776.3	chr18	36829376	37225334	+	395959	1225	1242	2019	1856	1436	1246	1227	1143	433	445	428	334	1086	816	1188	929	695	736	1164	1219
NM_020180.4	chr18	37243039	37565548	-	322510	307	261	637	478	402	224	321	267	85	113	90	52	178	126	142	138	138	77	144	140
NM_002647.4	chr18	41955483	42087830	+	132348	2039	2006	2755	2537	2318	2298	1663	1606	580	604	661	534	1585	1207	1359	1167	1292	1050	1454	1550
NM_015559.3	chr18	44681137	45068510	+	387374	2402	2542	3000	2598	2648	2510	1810	1714	946	1065	1017	962	2009	1545	3185	2674	1326	1276	3054	3105
NM_015865.7	chr18	45724430	45752520	+	28091	211	104	119	110	209	92	85	66	18	24	21	13	30	25	221	239	25	14	334	311
NM_020964.3	chr18	45847608	45967079	-	119472	2331	2457	3192	2780	2633	2469	2058	1809	714	663	817	677	1780	1166	1590	1273	1338	1117	1709	1673
NM_024430.4	chr18	45983535	46072010	-	88476	693	491	942	824	664	596	611	514	102	148	189	132	312	259	735	568	264	244	823	699
NM_152470.3	chr18	46334267	46463140	+	128874	525	585	879	740	648	589	527	532	196	235	233	169	351	257	462	345	267	196	442	419
NM_001384474.1	chr18	46477272	46656970	-	179699	37	33	67	32	31	37	23	18	6	3	4	8	7	2	7	3	13	2	5	6
NM_001387690.1	chr18	46917851	47102243	+	184393	367	373	804	795	382	345	504	480	117	113	130	99	276	167	161	131	207	142	160	148
NM_005901.6	chr18	47808956	47930409	-	121454	3644	3673	5841	5557	4010	3719	3641	3383	1112	1106	1226	1044	3005	2180	2865	2504	2113	1763	3187	3128
NM_014772.3	chr18	48539280	48863217	+	323938	9763	11275	13506	12167	10482	10643	8399	8169	5587	5562	6063	4775	9916	6916	6876	5639	6691	6223	7259	7286
NM_006111.3	chr18	49782163	49813283	-	31121	639	593	928	849	637	579	577	511	215	203	235	267	546	319	489	288	379	374	442	472
NM_001080467.3	chr18	49822788	50194897	-	372110	2789	2738	4084	3697	2976	2765	2322	2224	1116	1174	1091	832	1950	1487	1787	1635	1537	1246	1869	1970
NM_002747.4	chr18	50560336	50731826	+	171491	103	149	221	208	176	158	123	112	40	30	47	33	74	74	72	85	75	48	81	55
NM_018696.3	chr18	50968289	50988121	+	19833	487	568	863	771	583	614	572	507	264	246	260	264	547	324	448	462	426	409	439	514
NM_025214.3	chr18	54901508	54959211	-	57704	7	13	30	17	13	14	12	22	5	0	2	0	4	5	19	6	8	0	11	9
NM_015285.3	chr18	56651608	57029792	+	378185	2492	2817	4150	3936	2870	2723	2586	2352	773	798	857	668	2317	1677	2034	1728	1774	1345	2023	2125
NM_001257964.2	chr18	57147336	57150410	+	3075	11	5	18	18	17	9	9	18	15	14	8	7	3	6	3	1	7	4	0	0
NM_001144967.3	chr18	58044475	58401539	+	357065	7540	7769	10535	9119	8583	7877	6292	5706	2733	2698	2998	2496	5607	4086	5816	5036	4121	3742	6394	6364
NM_052947.4	chr18	58481246	58628841	-	147596	3377	3835	4954	3602	3823	3755	3029	2255	2309	2191	2107	1736	4806	3255	4285	3633	3435	2940	3768	3604
NM_001375912.1	chr18	58865126	58986480	+	121355	4514	4568	8116	7143	4924	4526	5139	4714	1747	1828	1882	1537	3808	2875	3778	3160	2739	2379	3537	3697
NM_133459.4	chr18	59430938	59697173	-	266236	5039	5808	10141	9334	5514	5839	6209	5923	2961	2939	2846	2558	6498	4447	2648	2195	4669	4175	2595	2466
NM_031891.4	chr18	61333679	61555779	+	222101	56	36	76	62	68	47	35	27	3	8	11	13	18	14	17	21	17	9	21	9
NM_176787.5	chr18	62041163	62186806	-	145644	1125	1332	1798	1549	1470	1315	1122	1092	426	518	525	440	1262	947	854	624	870	779	789	721
NM_001346231.2	chr18	62187504	62310249	+	122746	1284	1378	1870	1803	1378	1394	1130	1180	532	543	500	434	1390	989	933	804	1005	889	993	944
NM_003839.4	chr18	62325559	62391288	+	65730	90	84	161	169	111	77	107	91	17	19	25	25	65	47	53	44	47	23	29	43
NM_000633.3	chr18	63123345	63319519	-	196175	937	910	956	904	1031	861	594	510	291	336	353	260	642	471	586	475	492	397	665	628
NM_004361.5	chr18	65751261	65890337	+	139077	73	53	103	86	48	38	54	53	13	3	7	13	17	17	52	50	22	13	42	24
NM_021153.4	chr18	66501082	66603840	-	102759	19	35	40	25	30	26	10	20	0	0	2	2	12	6	7	4	9	4	6	0
NM_019022.5	chr18	68673687	68714858	-	41172	1020	1099	1315	1440	1163	1111	775	850	386	400	404	363	898	699	767	653	622	591	737	763
NM_024781.3	chr18	68798329	69055189	+	256861	239	246	174	120	255	203	99	103	134	109	88	83	227	195	198	164	162	169	181	177
NM_152721.6	chr18	69401137	69849087	+	447951	1265	1287	1034	894	1302	1329	688	521	400	588	446	354	1155	848	821	548	777	690	733	811
NM_001303618.2	chr18	69853273	69947623	-	94351	309	302	515	581	376	326	352	356	111	111	111	81	240	169	293	192	192	177	273	279
NM_173630.4	chr18	70003030	70205437	-	202408	1809	1757	2812	2691	1907	1866	1793	1700	651	617	603	548	1656	1078	1583	1288	1205	1038	1683	1660
NM_138966.5	chr18	72743755	72867737	-	123983	1677	1488	2163	1676	1831	1593	1260	967	265	433	382	265	810	533	699	648	581	619	687	766
NM_001174123.2	chr18	74316088	74359189	+	43102	311	303	216	173	375	340	119	96	86	108	181	105	321	215	206	148	251	254	185	167
NM_032649.6	chr18	74534749	74587212	+	52464	32	29	74	41	46	21	35	44	12	3	17	7	24	12	45	15	15	28	34	31
NM_017757.3	chr18	74598119	75065671	+	467553	3874	4423	5897	5614	4619	4452	3662	3473	1632	1587	1794	1394	3595	2548	3841	3355	2620	2285	4119	4071
NM_001308210.2	chr18	75211046	75289944	+	78899	1178	992	1585	1082	1338	956	946	670	480	455	406	420	865	631	790	722	702	606	690	716
NM_014643.4	chr18	76357681	76494992	-	137312	4223	4060	5784	5122	4831	4077	3635	3199	1670	1637	1825	1485	3335	2289	3236	2708	2354	2197	3107	3350
NM_001306089.2	chr18	76822806	76972901	+	150096	1888	2009	3024	2876	2022	2064	1942	1841	895	800	860	833	1756	1267	1919	1735	1234	1085	2005	1975
NM_001025101.2	chr18	76978832	77132533	-	153702	501	553	962	849	628	552	544	424	206	207	267	188	426	292	493	397	342	333	578	452
NM_198531.5	chr18	79069643	79378283	+	308641	5043	5436	7023	6947	5947	5598	4653	4474	1926	2005	2018	1830	4382	2867	4999	4202	3237	2797	5070	4895
NM_001278669.2	chr18	79396179	79529323	+	133145	3149	2936	4449	3778	3143	2829	2739	2697	1183	1121	1247	1050	1920	1290	1880	1595	1283	1140	2046	2160
NM_012283.2	chr18	79798187	79900100	+	101914	831	1005	1242	1156	938	952	830	759	338	331	429	309	637	395	272	265	482	422	268	233
NM_032510.4	chr18	80157231	80247264	-	90034	1463	1346	2149	1709	1559	1348	1334	1127	606	634	636	488	1097	777	1747	1501	719	655	1685	1759
NM_001358689.2	chr18	47220	49365	-	2146	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005151.4	chr18	158806	214629	+	55824	1355	1395	2316	2230	1393	1488	1449	1414	487	467	555	437	1188	928	2253	2088	915	854	2449	2455
NM_004066.3	chr18	580629	582114	+	1486	1	2	0	1	4	5	0	3	0	3	0	2	4	3	5	0	1	1	1	0
NM_001393344.1	chr18	597237	650182	+	52946	28	24	61	57	39	17	33	33	0	11	4	0	4	9	11	12	2	8	12	10
NM_001071.4	chr18	657902	673578	+	15677	2595	2566	5015	4903	2678	2660	3147	3400	1009	999	1021	843	1823	1249	3623	3170	1292	1350	3548	3674
NM_017512.7	chr18	670317	712380	-	42064	950	1054	2063	1981	994	982	1297	1279	270	306	292	302	657	442	1773	1553	494	421	1875	1811
NM_001099733.2	chr18	905120	912172	+	7053	2	0	2	2	1	7	3	0	0	0	0	0	0	0	2	3	0	6	2	0
NM_022840.5	chr18	2537529	2571255	-	33727	960	928	1618	1520	1046	1056	1012	1011	381	395	436	275	997	755	1537	1265	701	626	1609	1472
NM_006101.3	chr18	2571806	2616635	+	44830	3386	3645	6485	6182	3759	3900	3947	3690	1073	1242	1227	1023	3232	2461	5058	4298	2318	2070	5492	5664
NM_001375808.2	chr18	2916998	3012894	-	95897	1851	2013	2721	2490	2055	2001	1642	1664	972	922	1014	666	2048	1413	2745	2416	1489	1244	2859	2971
NM_006471.4	chr18	3248050	3256236	+	8187	4805	5089	5375	5063	5530	5515	3340	3153	1811	1972	2201	1856	5158	3771	5497	5168	4027	4070	6342	6842
NM_003244.4	chr18	3450421	3459978	+	9558	1708	1811	2945	2657	2001	1738	1790	2008	993	1076	1017	834	1744	1243	2601	2263	1226	1090	2906	2764
NM_001145194.2	chr18	5142910	5197007	-	54098	9	20	27	19	10	11	14	8	0	2	5	2	10	14	25	25	9	10	19	16
NM_001243702.2	chr18	5289021	5295476	-	6456	477	450	753	693	491	509	373	343	220	252	196	181	397	308	419	410	313	248	467	441
NM_001395400.1	chr18	5882071	5895272	-	13202	783	696	1266	944	801	631	755	504	314	408	303	248	764	547	1296	1251	474	469	887	979
NM_001025300.3	chr18	8609686	8639383	+	29698	1648	1912	2218	1998	1943	1828	1354	1272	883	796	928	676	1791	1287	2663	2199	1233	1280	2624	2698
NM_021074.5	chr18	9102948	9134341	+	31394	1956	2187	2747	2526	2160	2199	1780	1609	784	715	826	628	2128	1525	3115	2864	1646	1457	3380	3347
NM_020648.6	chr18	9335022	9402420	+	67399	1169	1808	1306	1676	1187	1907	814	1175	402	467	672	573	1127	840	1627	1269	785	675	2739	2724
NM_006788.4	chr18	9475762	9538114	+	62353	1338	1421	1302	1547	1547	1554	884	1074	635	677	717	485	1163	880	1477	1386	912	886	1680	1699
NM_032243.6	chr18	9886222	9889275	+	3054	10	3	3	4	4	7	4	0	0	0	2	0	3	2	12	9	4	4	8	6
NM_194434.3	chr18	9914265	9960021	+	45757	2902	3189	3713	3694	3243	3144	2270	2389	1022	1051	1228	968	2753	2200	3880	3275	2240	1991	4202	4424
NM_003826.3	chr18	10526276	10552764	+	26489	966	1141	1114	1169	1020	1139	641	803	384	420	478	472	976	765	1252	1126	810	716	1592	1541
NM_001282300.2	chr18	11609845	11610612	+	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020412.5	chr18	11851662	11854444	+	2783	348	361	355	304	451	386	240	209	136	180	200	125	345	258	490	429	294	226	469	448
NM_023075.6	chr18	11882621	11908067	-	25447	519	545	629	732	549	545	438	454	281	245	253	193	559	353	805	748	352	310	883	831
NM_014214.3	chr18	11981756	12030877	+	49122	1096	1030	1763	1567	1224	1066	1197	1172	696	711	598	565	1048	823	1494	1321	712	635	1402	1689
NM_001277333.2	chr18	12094092	12129764	+	35673	19	20	42	41	20	20	24	23	6	2	5	20	9	9	99	61	11	2	77	109
NM_001279.4	chr18	12254610	12277595	+	22986	50	55	93	68	49	48	48	41	21	37	66	14	42	34	87	78	37	39	110	113
NM_006796.3	chr18	12328943	12376977	-	48035	1916	2198	2269	2432	2276	2146	1521	1572	852	879	990	851	1739	1391	2924	2553	1285	1172	3098	3244
NM_001142405.2	chr18	12408178	12432234	+	24057	821	888	1250	1060	873	806	913	751	636	650	506	491	1162	760	989	988	666	704	951	906
NM_024899.4	chr18	12672624	12702473	-	29850	1702	1743	2507	2220	1967	1883	1672	1494	721	703	784	584	1623	1240	2972	2517	1282	1093	2903	3158
NM_152352.4	chr18	13663346	13726308	-	62963	1872	2185	2542	3067	2012	2301	1610	1947	710	834	895	848	1727	1232	2980	2809	1275	1194	3122	3026
NM_005913.3	chr18	13824398	13827323	+	2926	6	5	7	4	7	2	2	5	4	7	0	3	3	10	2	8	2	4	11	14
NM_145287.4	chr18	14099937	14132185	-	32249	1225	1347	2701	2576	1474	1417	1759	1587	415	495	493	435	1177	777	2462	2235	767	753	2494	2662
NM_001137671.2	chr18	14507338	14543350	-	36013	105	86	300	384	83	91	260	230	19	16	25	17	53	24	19	8	38	44	3	7
NM_052911.3	chr18	21529283	21600454	-	71172	1475	1460	1567	1653	1677	1543	1013	1040	554	654	586	503	1237	882	1545	1318	963	793	1884	1826
NM_138340.5	chr18	21650900	21704524	-	53625	538	576	836	772	711	587	553	516	251	214	256	186	438	299	872	687	333	349	803	951
NM_005257.6	chr18	22169838	22202528	+	32691	166	158	83	91	174	203	39	51	88	98	127	120	190	142	264	201	145	117	249	231
NM_172241.3	chr18	22413598	22417665	-	4068	3	9	2	1	3	6	0	0	0	1	2	0	6	4	18	2	5	5	7	11
NM_013326.5	chr18	23503760	23531822	+	28063	406	448	620	692	427	487	399	485	262	206	182	115	346	262	276	244	242	202	305	280
NM_000271.5	chr18	23531441	23586256	-	54816	1172	1360	2310	2222	1326	1321	1500	1548	439	500	476	453	783	605	557	429	614	564	620	550
NM_173505.4	chr18	23598925	23662661	-	63737	103	122	181	152	104	128	99	105	67	47	49	37	94	42	67	90	44	62	62	147
NM_153769.3	chr18	24139311	24161600	+	22290	92	108	395	301	108	121	195	204	36	34	28	36	74	41	14	9	38	40	11	12
NM_018439.4	chr18	24426919	24453531	+	26613	235	292	561	467	279	277	337	303	115	124	103	66	215	213	183	174	178	118	203	183
NM_021624.4	chr18	24460886	24479961	+	19076	39	42	86	86	45	50	62	51	6	35	15	13	30	15	35	25	28	29	27	18
NM_001025096.2	chr18	26134118	26193355	+	59238	9	3	15	6	11	4	5	3	0	1	0	0	2	0	0	0	0	0	1	0
NM_001650.7	chr18	26852042	26865457	-	13416	1	4	9	5	0	2	2	3	0	0	0	1	0	1	4	3	0	4	0	2
NM_001941.5	chr18	30989364	31042492	-	53129	6	3	12	7	7	4	5	4	2	1	3	0	4	1	0	10	5	7	7	5
NM_024421.2	chr18	31129235	31162606	-	33372	5	1	4	2	3	4	1	2	0	0	0	0	0	0	2	6	0	0	0	0
NM_177986.5	chr18	31377026	31414909	+	37884	0	0	3	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NM_001943.5	chr18	31498426	31549008	+	50583	804	702	1439	1218	877	677	861	677	186	180	226	176	507	306	354	332	334	366	406	363
NM_000371.4	chr18	31592126	31598821	+	6696	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
NM_004775.5	chr18	31622245	31684331	-	62087	150	122	160	171	192	153	134	117	62	73	53	54	137	89	131	125	98	79	119	98
NM_001034172.4	chr18	31759583	31760630	-	1048	0	3	3	5	2	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1
NM_017831.4	chr18	32019074	32073219	+	54146	40	54	62	42	49	43	37	25	12	24	13	9	11	18	15	18	13	6	17	22
NM_005925.3	chr18	32190288	32220404	+	30117	5	3	4	5	5	0	5	2	0	0	0	0	2	2	7	0	0	0	2	4
NM_001135178.3	chr18	35241283	35249808	+	8526	733	788	980	862	842	833	572	523	311	289	314	303	602	530	642	461	466	467	642	688
NM_006965.4	chr18	35332226	35344170	-	11945	1141	1201	1674	1455	1386	1240	971	948	471	492	440	390	999	688	1125	956	799	730	1061	1133
NM_001322286.2	chr18	35366693	35377087	-	10395	171	173	201	175	189	172	112	105	63	110	53	55	157	123	122	120	101	77	191	133
NM_194281.4	chr18	35468332	35497710	-	29379	293	349	466	521	351	349	276	262	137	129	156	146	326	222	347	279	274	220	387	405
NM_031446.5	chr18	35972928	35979278	+	6351	151	191	252	219	181	203	126	138	125	82	128	107	174	135	154	214	146	109	171	178
NM_012319.4	chr18	36108530	36129090	-	20561	220	193	270	305	228	244	157	194	103	103	109	80	197	131	223	200	131	102	180	164
NM_017947.4	chr18	36187746	36272157	+	84412	524	582	814	702	593	663	506	446	167	243	214	178	441	311	363	319	328	340	362	378
NM_015476.4	chr18	36794107	36828752	-	34646	714	724	1264	1306	816	786	784	744	292	313	317	212	644	474	544	584	508	384	605	583
NM_020783.4	chr18	43267891	43277240	-	9350	1	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
NM_007163.4	chr18	45615725	45683688	+	67964	48	23	63	61	41	37	35	38	29	6	11	4	27	18	24	28	18	18	28	44
NM_213602.3	chr18	45825924	45844094	+	18171	44	31	86	66	66	25	30	35	2	0	8	7	11	4	29	35	3	9	55	45
NM_004046.6	chr18	46080247	46098046	-	17800	1218	1218	2061	1893	1260	1179	1259	1185	480	363	477	420	1051	744	963	762	765	659	899	878
NM_138443.4	chr18	46104634	46128333	+	23700	568	546	1046	945	607	628	580	538	212	205	161	180	365	273	381	363	295	296	427	438
NM_145055.5	chr18	46174283	46266992	+	92710	1382	1363	2508	2552	1551	1526	1495	1576	552	566	537	439	1213	860	1034	932	940	727	1222	1190
NM_013305.6	chr18	46667820	46756803	-	88984	104	107	139	145	161	80	94	149	49	22	23	19	48	40	61	78	28	25	75	120
NM_004671.5	chr18	46803217	46917257	-	114041	1695	1698	2871	2512	1945	1817	1728	1546	579	526	664	539	1364	1023	1308	1055	1074	910	1318	1242
NM_016427.3	chr18	47032526	47035371	-	2846	8	9	43	52	8	13	37	27	1	10	3	1	1	1	0	0	0	0	1	0
NM_032124.5	chr18	47107409	47150250	-	42842	1086	1105	1605	1490	1152	1185	955	866	427	379	405	311	829	645	919	804	608	561	920	925
NM_016097.5	chr18	47152833	47176114	-	23282	809	851	1213	1258	944	896	834	765	263	316	253	251	605	499	588	550	470	404	760	701
NM_001278063.4	chr18	47206168	47251410	-	45243	8	8	14	6	5	3	7	7	0	0	1	0	6	3	1	6	0	0	4	1
NM_005904.4	chr18	48919852	48950715	-	30864	2733	2925	3636	3881	2660	2773	2264	2676	1073	1091	1322	1034	2064	1495	1207	1004	1472	1209	1909	1965
NM_001035005.4	chr18	49477242	49486984	-	9743	523	488	843	798	570	530	533	538	264	298	284	220	451	434	504	376	374	349	547	496
NM_001035006.5	chr18	49488480	49492215	-	3736	1221	1613	2149	1948	1750	1356	1244	2587	825	559	985	1112	1061	633	813	1583	864	627	1167	1049
NM_006033.4	chr18	49562306	49599185	+	36880	11	10	25	18	16	8	12	20	5	1	1	1	12	4	9	3	1	2	11	26
NM_145020.5	chr18	50227192	50266245	-	39054	164	176	391	392	217	181	216	265	56	72	101	63	150	91	82	81	128	92	103	126
NM_015846.4	chr18	50268845	50281273	-	12429	500	459	686	708	538	518	439	462	226	220	257	179	381	267	338	260	235	258	380	363
NM_014593.4	chr18	50282346	50287442	-	5097	107	107	176	190	136	89	120	112	98	76	81	67	90	48	42	65	48	49	79	62
NM_145060.4	chr18	50375295	50394168	+	18874	572	561	1104	1041	564	562	623	645	205	268	241	159	498	346	458	415	445	334	498	577
NM_031939.6	chr18	50795129	50819766	-	24638	25	22	56	29	27	13	31	25	12	9	6	1	14	13	8	1	11	10	1	7
NM_002396.5	chr18	50879367	50954257	+	74891	825	741	1200	1261	808	827	811	685	328	376	384	313	830	603	718	648	592	595	757	756
NM_005359.6	chr18	51030462	51085042	+	54581	2244	2212	3234	3104	2606	2436	2045	1862	692	777	818	682	1906	1349	1756	1540	1413	1182	1980	1850
NM_016626.5	chr18	51174549	51197431	-	22883	1290	1264	2382	1996	1422	1291	1440	1195	437	622	539	402	1189	910	952	882	823	741	1003	1051
NM_003927.5	chr18	54151605	54224419	-	72815	1411	1491	2046	2090	1656	1446	1381	1316	417	516	612	425	1215	896	1114	1009	958	738	1080	1211
NM_007195.3	chr18	54269766	54298234	+	28469	771	829	1209	1179	922	808	793	748	222	245	310	224	651	484	507	442	592	399	438	454
NM_139171.2	chr18	54324491	54357608	-	33118	185	185	301	284	218	194	189	141	50	54	52	58	148	111	149	113	90	103	126	128
NM_001288980.2	chr18	54358155	54382034	+	23880	482	448	770	721	547	483	471	438	141	157	119	95	316	209	351	287	279	241	297	277
NM_173629.3	chr18	54591494	54599493	+	8000	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
NM_004163.4	chr18	54828726	54895516	+	66791	51	45	152	141	46	33	90	83	18	11	9	14	39	27	112	90	27	19	89	71
NM_015879.3	chr18	57352806	57368931	+	16126	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_004852.3	chr18	57435623	57491298	+	55676	155	157	252	277	165	162	134	154	51	88	54	38	155	93	191	147	91	61	172	173
NM_000140.5	chr18	57544376	57586452	-	42077	391	435	727	692	426	479	439	447	225	273	214	172	450	408	381	369	330	322	433	425
NM_004539.4	chr18	57600655	57621586	-	20932	593	598	878	827	595	614	525	548	237	255	237	151	555	380	511	485	347	365	546	462
NM_033280.4	chr18	59140133	59158832	+	18700	179	228	336	304	206	212	242	205	72	91	100	100	213	143	139	129	168	107	144	143
NM_002091.5	chr18	59220407	59230771	+	10365	1	1	5	8	0	0	9	1	0	0	1	0	3	1	2	5	1	0	1	2
NM_013435.3	chr18	59267037	59273204	-	6168	1	0	1	2	1	4	2	1	0	1	0	0	0	0	0	1	0	1	0	0
NM_181654.4	chr18	59295401	59318399	-	22999	8	14	21	12	20	5	12	12	6	0	1	0	5	7	1	0	2	1	2	11
NM_005570.4	chr18	59327822	59359015	-	31194	995	1028	1437	1468	1137	1053	957	865	423	422	451	378	961	671	636	517	769	633	729	675
NM_021127.3	chr18	59900245	59904305	+	4061	702	668	976	967	840	786	651	574	275	319	304	223	627	388	591	428	463	427	601	661
NM_005912.3	chr18	60371061	60372525	-	1465	3	3	1	3	1	0	4	5	1	0	0	0	1	2	0	0	6	3	0	0
NM_017742.6	chr18	62523274	62578579	+	55306	696	619	768	737	806	628	462	465	315	360	306	264	613	423	324	306	397	377	336	338
NM_002035.4	chr18	63327725	63366956	-	39232	2046	1995	2350	2056	2281	2170	1438	1425	613	649	694	588	1217	980	779	772	1046	849	901	910
NM_004869.4	chr18	63389189	63422226	-	33038	1415	1524	1680	1555	1529	1517	1052	1063	498	543	570	446	1248	1021	1006	797	967	874	944	895
NM_002639.5	chr18	63477207	63505085	+	27879	17	13	38	18	40	14	23	16	6	13	3	0	24	14	21	14	10	28	7	6
NM_001307928.2	chr18	63542618	63569329	+	26712	6	3	4	3	8	1	3	2	1	0	0	0	1	2	0	0	1	3	1	0
NM_012397.4	chr18	63587592	63599192	+	11601	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002974.4	chr18	63637258	63644006	-	6749	1	0	5	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
NM_006919.3	chr18	63655196	63661643	-	6448	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001370475.1	chr18	63703209	63723893	+	20685	2	1	1	1	4	0	2	2	0	0	0	1	0	0	0	0	3	1	0	0
NM_003784.4	chr18	63775667	63805370	+	29704	43	43	65	57	36	22	33	22	11	5	5	7	25	14	5	7	17	15	1	2
NM_002575.3	chr18	63887954	63903888	+	15935	1	3	3	4	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
NM_005024.3	chr18	63908207	63936111	+	27905	5	2	7	5	11	5	7	1	0	0	0	0	0	0	4	0	0	0	0	0
NM_001123366.2	chr18	63949550	63961835	+	12286	28	34	57	47	32	28	31	28	30	21	14	13	46	17	40	16	12	29	21	25
NM_002640.4	chr18	63970330	63989374	+	19045	768	830	990	786	897	756	529	452	310	354	404	275	626	419	298	339	437	416	431	321
NM_032160.3	chr18	67506586	67516470	-	9885	271	249	394	371	270	272	263	232	130	162	132	106	327	237	151	150	231	268	143	131
NM_004232.4	chr18	70289294	70330199	+	40906	947	906	1250	1030	1008	938	792	673	357	364	370	275	864	693	656	508	679	619	634	692
NM_182511.4	chr18	72536680	72544092	-	7413	23	19	20	21	25	14	10	8	5	29	6	24	13	15	22	11	13	6	14	25
NM_001142958.2	chr18	74073367	74147584	-	74218	83	100	167	142	102	90	105	78	45	67	35	48	83	62	66	77	49	43	80	68
